347,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
347,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
347,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
347,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
347,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
347,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
348,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
348,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
348,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
348,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
348,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
348,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
348,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
348,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
348,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
348,F,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
349,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
349,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
349,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
349,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
349,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
349,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
349,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
349,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
349,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
349,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
34,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
34,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
34,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
34,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
34,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
34,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
34,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
34,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
34,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
34,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
350,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
350,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
350,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
350,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
350,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
350,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
350,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
350,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
350,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
350,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
351,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
351,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
351,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
351,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
351,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
351,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
351,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
351,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
351,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
351,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
352,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
352,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
352,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
352,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
352,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
352,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
352,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
352,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
352,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
352,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
353,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
353,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
353,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
353,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
353,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
353,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
353,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
353,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
353,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
353,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
354,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
354,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
354,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
354,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
354,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
354,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
354,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
354,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
354,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
354,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
355,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
355,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
355,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
355,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
355,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
355,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
355,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
355,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
355,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
355,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
356,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
356,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
356,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
356,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
356,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
356,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
356,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
356,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
356,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
356,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
357,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
357,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
357,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
357,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
357,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
357,M,9.22,8.84,8.16,8.09,7.83,7.80,7.73,7.53,7.50,7.39,7.14,5.98,5.25,5.15,4.88,4.73,4.48,4.39,4.34,4.29,4.05,3.99,3.61,3.52,3.49,3.38,3.28,3.13,2.94,2.88
